gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx942,304,16,4096,2048,ck,8,0,8.8052,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,30.49,971.3,0.0
gfx942,304,48,4096,2048,ck,8,0,8.725,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,92.3,1017.78,0.0
gfx942,304,64,4096,2048,ck,8,0,8.9017,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,120.62,1015.98,0.0
gfx942,304,80,4096,2048,ck,13,0,11.3883,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,117.86,808.53,0.0
gfx942,304,96,4096,2048,ck,13,0,11.3002,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,142.53,829.33,0.0
gfx942,304,128,4096,2048,ck,13,0,11.2858,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,190.28,859.43,0.0
gfx942,304,144,4096,2048,ck,18,0,11.9845,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,201.59,822.99,0.0
gfx942,304,176,4096,2048,ck,18,0,12.0218,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,245.62,847.7,0.0
gfx942,304,192,4096,2048,ck,18,0,11.4583,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,281.13,903.68,0.0
gfx942,304,208,4096,2048,ck,18,0,12.1923,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,286.22,862.72,0.0
gfx942,304,224,4096,2048,ck,18,0,12.2096,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,307.8,874.92,0.0
gfx942,304,240,4096,2048,ck,18,0,12.2404,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,328.95,886.1,0.0
gfx942,304,256,4096,2048,ck,18,0,11.6597,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,368.36,944.28,0.0
gfx942,304,288,4096,2048,ck,12,0,15.1924,a8w8_blockscale_1x128x128_256x32x128x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,318.04,746.28,0.0
gfx942,304,320,4096,2048,ck,3,0,20.4519,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,262.5,570.38,0.0
gfx942,304,352,4096,2048,ck,3,0,19.2524,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,306.75,622.94,0.0
gfx942,304,384,4096,2048,ck,3,0,20.3831,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,316.07,604.46,0.0
gfx942,304,416,4096,2048,ck,3,0,19.871,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,351.23,636.53,0.0
gfx942,304,448,4096,2048,ck,3,0,20.6631,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,363.75,627.99,0.0
gfx942,304,480,4096,2048,ck,3,0,20.1837,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,398.99,659.14,0.0
gfx942,304,512,4096,2048,ck,18,0,20.6594,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,415.79,659.82,0.0
gfx942,304,544,4096,2048,ck,2,0,22.0536,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,413.85,632.97,0.0
gfx942,304,576,4096,2048,ck,18,0,21.8006,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,443.28,655.34,0.0
gfx942,304,608,4096,2048,ck,12,0,27.059,a8w8_blockscale_1x128x128_256x32x128x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,376.97,540.1,0.0
gfx942,304,640,4096,2048,ck,3,0,28.3706,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,378.47,526.68,0.0
gfx942,304,672,4096,2048,ck,3,0,27.6702,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,407.45,551.85,0.0
gfx942,304,704,4096,2048,ck,0,0,27.7731,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,425.27,561.61,0.0
gfx942,304,736,4096,2048,ck,3,0,28.3314,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,435.84,562.11,0.0
gfx942,304,768,4096,2048,ck,18,0,29.3368,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,439.21,554.01,0.0
gfx942,304,800,4096,2048,ck,0,0,28.1123,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,477.43,589.8,0.0
gfx942,304,832,4096,2048,ck,0,0,28.0961,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,496.82,601.8,0.0
gfx942,304,864,4096,2048,ck,0,0,30.6447,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,473.02,562.45,0.0
gfx942,304,896,4096,2048,ck,18,0,30.9162,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,486.23,568.11,0.0
gfx942,304,928,4096,2048,ck,0,0,28.3812,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,548.58,630.39,0.0
gfx942,304,960,4096,2048,ck,0,0,28.6915,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,561.36,635.0,0.0
gfx942,304,992,4096,2048,ck,0,0,30.3831,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,547.77,610.43,0.0
gfx942,304,1024,4096,2048,ck,2,0,33.3532,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,515.09,565.89,0.0
gfx942,304,1088,4096,2048,ck,0,0,31.3893,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,581.52,622.18,0.0
gfx942,304,1152,4096,2048,ck,0,0,33.0619,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,584.58,610.52,0.0
gfx942,304,1216,4096,2048,ck,2,0,35.0961,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,581.29,593.81,0.0
gfx942,304,1280,4096,2048,ck,0,0,44.2788,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,484.99,485.47,0.0
gfx942,304,1344,4096,2048,ck,0,0,45.52,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,495.36,486.62,0.0
gfx942,304,1408,4096,2048,ck,0,0,44.9017,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,526.09,507.92,0.0
gfx942,304,1472,4096,2048,ck,0,0,44.2853,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,557.66,529.79,0.0
gfx942,304,1536,4096,2048,ck,0,0,46.0651,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,559.42,523.55,0.0
gfx942,304,1600,4096,2048,ck,0,0,45.5655,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,589.12,543.67,0.0
gfx942,304,1664,4096,2048,ck,0,0,47.3952,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,589.03,536.51,0.0
gfx942,304,1728,4096,2048,ck,0,0,46.6212,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,621.84,559.47,0.0
gfx942,304,1792,4096,2048,ck,0,0,48.8872,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,614.98,546.95,0.0
gfx942,304,1856,4096,2048,ck,0,0,51.0227,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,610.29,536.9,0.0
gfx942,304,1920,4096,2048,ck,0,0,50.4919,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,637.97,555.52,0.0
gfx942,304,1984,4096,2048,ck,0,0,51.8599,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,641.84,553.51,0.0
gfx942,304,2048,4096,2048,ck,0,0,49.2441,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,697.74,596.22,0.0
gfx942,304,2112,4096,2048,ck,0,0,52.8234,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,670.79,568.22,0.0
gfx942,304,2176,4096,2048,ck,0,0,51.7248,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,705.8,592.96,0.0
gfx942,304,2240,4096,2048,ck,0,0,53.4541,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,703.05,586.04,0.0
gfx942,304,2304,4096,2048,ck,0,0,54.6862,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,706.85,584.82,0.0
gfx942,304,2368,4096,2048,ck,0,0,54.7761,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,725.29,595.82,0.0
gfx942,304,2432,4096,2048,ck,0,0,56.6112,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,720.74,588.09,0.0
gfx942,304,2496,4096,2048,ck,0,0,72.0854,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,580.92,470.94,0.0
gfx942,304,2560,4096,2048,ck,0,0,70.0763,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,612.9,493.79,0.0
gfx942,304,2624,4096,2048,ck,0,0,70.6467,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,623.15,499.08,0.0
gfx942,304,2688,4096,2048,ck,0,0,74.1248,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,608.39,484.5,0.0
gfx942,304,2752,4096,2048,ck,0,0,73.7447,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,626.09,495.89,0.0
gfx942,304,2816,4096,2048,ck,0,0,72.4229,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,652.34,513.99,0.0
gfx942,304,2880,4096,2048,ck,0,0,74.4103,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,649.35,509.07,0.0
gfx942,304,2944,4096,2048,ck,0,0,71.4761,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,691.03,539.13,0.0
gfx942,304,3008,4096,2048,ck,0,0,74.1669,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,680.44,528.41,0.0
gfx942,304,3072,4096,2048,ck,0,0,75.0055,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,687.14,531.24,0.0
gfx942,304,3136,4096,2048,ck,0,0,76.3471,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,689.13,530.49,0.0
gfx942,304,3200,4096,2048,ck,0,0,73.1662,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,733.77,562.51,0.0
gfx942,304,3264,4096,2048,ck,0,0,76.4116,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,716.66,547.19,0.0
gfx942,304,3328,4096,2048,ck,0,0,78.6403,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,710.0,540.02,0.0
gfx942,304,3392,4096,2048,ck,0,0,75.3615,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,755.14,572.21,0.0
gfx942,304,3456,4096,2048,ck,0,0,76.7723,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,755.25,570.23,0.0
gfx942,304,3520,4096,2048,ck,0,0,78.2745,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,754.47,567.66,0.0
gfx942,304,3584,4096,2048,ck,0,0,80.2992,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,748.82,561.51,0.0
gfx942,304,3648,4096,2048,ck,0,0,89.2746,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,685.56,512.4,0.0
gfx942,304,3712,4096,2048,ck,0,0,91.2141,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,682.76,508.69,0.0
gfx942,304,3776,4096,2048,ck,0,0,91.9373,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,689.06,511.81,0.0
gfx942,304,3840,4096,2048,ck,0,0,92.1032,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,699.48,518.01,0.0
gfx942,304,3904,4096,2048,ck,0,0,91.2044,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,718.15,530.3,0.0
gfx942,304,3968,4096,2048,ck,0,0,94.5817,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,703.86,518.29,0.0
gfx942,304,4032,4096,2048,ck,0,0,94.4294,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,716.36,526.07,0.0
gfx942,304,4096,4096,2048,ck,0,0,94.7199,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,725.5,531.37,0.0
gfx942,304,4224,4096,2048,ck,0,0,95.8283,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,739.52,538.91,0.0
gfx942,304,4352,4096,2048,ck,0,0,97.4893,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,748.95,543.17,0.0
gfx942,304,4480,4096,2048,ck,0,0,98.3272,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,764.41,551.87,0.0
gfx942,304,4608,4096,2048,ck,0,0,97.3759,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,793.93,570.72,0.0
gfx942,304,4736,4096,2048,ck,0,0,97.7984,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,812.46,581.66,0.0
gfx942,304,4864,4096,2048,ck,0,0,100.2965,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,813.63,580.24,0.0
gfx942,304,4992,4096,2048,ck,0,0,107.8465,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,776.58,551.77,0.0
gfx942,304,5120,4096,2048,ck,0,0,112.0749,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,766.45,542.65,0.0
gfx942,304,5248,4096,2048,ck,0,0,115.7448,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,760.7,536.77,0.0
gfx942,304,5376,4096,2048,ck,0,0,118.8871,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,758.66,533.61,0.0
gfx942,304,5504,4096,2048,ck,0,0,119.9355,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,769.93,539.87,0.0
gfx942,304,5632,4096,2048,ck,0,0,119.0631,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,793.61,554.83,0.0
gfx942,304,5760,4096,2048,ck,0,0,119.9934,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,805.35,561.46,0.0
gfx942,304,5888,4096,2048,ck,0,0,119.017,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,830.0,577.07,0.0
gfx942,304,6016,4096,2048,ck,0,0,122.039,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,827.04,573.53,0.0
gfx942,304,6144,4096,2048,ck,0,0,133.1934,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,773.91,535.34,0.0
gfx942,304,6272,4096,2048,ck,0,0,135.7187,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,775.33,535.03,0.0
gfx942,304,6400,4096,2048,ck,0,0,136.6489,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,785.77,540.98,0.0
gfx942,304,6528,4096,2048,ck,0,0,137.1975,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,798.28,548.37,0.0
gfx942,304,6656,4096,2048,ck,0,0,137.3158,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,813.23,557.45,0.0
gfx942,304,6784,4096,2048,ck,0,0,139.8751,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,813.7,556.62,0.0
gfx942,304,6912,4096,2048,ck,0,0,136.7639,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,847.91,578.86,0.0
gfx942,304,7040,4096,2048,ck,0,0,139.7784,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,844.99,575.76,0.0
gfx942,304,7168,4096,2048,ck,0,0,144.2037,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,833.95,567.18,0.0
gfx942,304,7296,4096,2048,ck,0,0,149.6321,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,818.05,555.36,0.0
gfx942,304,7424,4096,2048,ck,0,0,152.7927,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,815.18,552.45,0.0
gfx942,304,7552,4096,2048,ck,0,0,158.4597,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,799.58,540.96,0.0
gfx942,304,7680,4096,2048,ck,0,0,158.1844,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,814.55,550.19,0.0
gfx942,304,7808,4096,2048,ck,0,0,161.5248,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,811.0,546.93,0.0
gfx942,304,7936,4096,2048,ck,0,0,159.8906,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,832.72,560.72,0.0
gfx942,304,8064,4096,2048,ck,0,0,161.9575,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,835.35,561.65,0.0
gfx942,304,8192,4096,2048,ck,0,0,163.9345,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,838.38,562.88,0.0
gfx942,304,8320,4096,2048,ck,0,0,166.6807,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,837.45,561.47,0.0
gfx942,304,8448,4096,2048,ck,0,0,167.1902,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,847.74,567.59,0.0
gfx942,304,8576,4096,2048,ck,0,0,173.4449,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,829.55,554.68,0.0
gfx942,304,8704,4096,2048,ck,0,0,176.8896,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,825.54,551.29,0.0
gfx942,304,8832,4096,2048,ck,0,0,180.1158,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,822.67,548.69,0.0
gfx942,304,8960,4096,2048,ck,0,0,181.5099,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,828.19,551.7,0.0
gfx942,304,9088,4096,2048,ck,0,0,182.0846,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,837.37,557.16,0.0
gfx942,304,9216,4096,2048,ck,0,0,184.9483,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,836.01,555.62,0.0
gfx942,304,9344,4096,2048,ck,0,0,184.9644,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,847.55,562.66,0.0
gfx942,304,9472,4096,2048,ck,0,0,184.7817,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,860.01,570.3,0.0
