gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx942,304,1,512,6144,ck,13,3,6.5425,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,0.96,481.91,0.0
gfx942,304,2,512,6144,ck,8,3,4.9581,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,2.54,637.35,0.0
gfx942,304,4,512,6144,ck,8,3,6.0716,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,4.14,522.83,0.0
gfx942,304,8,512,6144,ck,8,3,4.9916,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,10.08,641.69,0.0
gfx942,304,16,512,6144,ck,8,3,5.1914,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,19.39,628.04,0.0
gfx942,304,32,512,6144,ck,8,3,7.6906,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,26.18,438.86,0.0001
gfx942,304,48,512,6144,ck,8,3,8.3615,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,36.12,417.36,0.0002
gfx942,304,64,512,6144,ck,8,3,7.6306,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,52.77,472.37,0.0001
gfx942,304,80,512,6144,ck,8,2,11.8702,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,42.4,313.32,0.0
gfx942,304,96,512,6144,ck,8,3,11.5501,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,52.29,331.93,0.0001
gfx942,304,112,512,6144,ck,8,2,11.6648,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,60.41,338.5,0.0
gfx942,304,128,512,6144,ck,8,3,10.8236,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,74.4,375.4,0.0002
gfx942,304,144,512,6144,ck,8,3,11.6741,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,77.61,357.88,0.0002
gfx942,304,160,512,6144,ck,8,3,11.8804,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,84.73,361.32,0.0002
gfx942,304,176,512,6144,ck,8,3,12.1368,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,91.23,363.13,0.0002
gfx942,304,192,512,6144,ck,8,3,12.2839,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,98.34,368.12,0.0002
gfx942,304,208,512,6144,ck,8,3,12.4624,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,105.01,372.05,0.0002
gfx942,304,224,512,6144,ck,8,3,12.4708,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,113.01,381.0,0.0002
gfx942,304,240,512,6144,ck,8,3,13.9877,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,107.95,347.88,0.0001
gfx942,304,256,512,6144,ck,8,3,13.6069,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,118.37,366.04,0.0002
gfx942,304,288,512,6144,ck,8,3,14.0531,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,128.94,370.74,0.0002
gfx942,304,320,512,6144,ck,8,3,15.6049,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,129.01,348.58,0.0002
gfx942,304,352,512,6144,ck,8,3,15.9463,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,138.88,355.5,0.0002
gfx942,304,384,512,6144,ck,8,3,17.2483,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,140.07,341.96,0.0001
gfx942,304,416,512,6144,ck,8,3,18.1794,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,143.97,337.06,0.0003
gfx942,304,448,512,6144,ck,8,3,17.9902,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,156.67,353.36,0.0003
gfx942,304,480,512,6144,ck,8,3,19.5921,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,154.14,336.17,0.0003
gfx942,304,512,512,6144,ck,18,2,19.3143,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,166.78,352.89,0.0
gfx942,304,544,512,6144,ck,18,2,20.0574,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,170.64,351.25,0.0
gfx942,304,576,512,6144,ck,18,2,20.8771,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,173.58,348.44,0.0
gfx942,304,608,512,6144,ck,8,0,20.5945,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,185.74,364.36,0.0
gfx942,304,640,512,6144,ck,18,1,22.6306,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,177.92,341.72,0.0
gfx942,304,672,512,6144,ck,8,3,23.495,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,179.95,338.91,0.0003
gfx942,304,704,512,6144,ck,18,1,22.8259,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,194.04,358.89,0.0
gfx942,304,736,512,6144,ck,18,1,24.2035,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,191.32,347.94,0.0
gfx942,304,768,512,6144,ck,18,1,23.1971,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,208.29,372.92,0.0
gfx942,304,800,512,6144,ck,18,1,24.7127,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,203.67,359.33,0.0
gfx942,304,832,512,6144,ck,18,1,24.0978,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,217.22,378.02,0.0
gfx942,304,864,512,6144,ck,18,1,25.3548,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,214.39,368.33,0.0
gfx942,304,896,512,6144,ck,18,1,24.5241,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,229.86,390.16,0.0
gfx942,304,928,512,6144,ck,18,1,25.5061,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,228.9,384.13,0.0
gfx942,304,960,512,6144,ck,18,1,24.1508,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,250.09,415.18,0.0
gfx942,304,992,512,6144,ck,18,1,26.0671,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,239.43,393.46,0.0
gfx942,304,1024,512,6144,ck,18,1,24.8106,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,259.67,422.63,0.0
gfx942,304,1088,512,6144,ck,18,1,26.0173,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,263.1,420.66,0.0
gfx942,304,1152,512,6144,ck,18,0,26.8577,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,269.86,424.58,0.0
gfx942,304,1216,512,6144,ck,18,0,26.876,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,284.66,441.36,0.0
gfx942,304,1280,512,6144,ck,18,0,26.9399,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,298.93,457.34,0.0
gfx942,304,1344,512,6144,ck,18,0,27.0195,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,312.95,472.97,0.0
gfx942,304,1408,512,6144,ck,18,0,27.2563,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,325.0,485.7,0.0
gfx942,304,1472,512,6144,ck,18,0,27.7044,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,334.28,494.4,0.0
gfx942,304,1536,512,6144,ck,18,0,26.7989,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,360.6,528.22,0.0
gfx942,304,1600,512,6144,ck,18,0,28.1696,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,357.35,518.8,0.0
gfx942,304,1664,512,6144,ck,18,0,27.8702,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,375.63,540.84,0.0
gfx942,304,1728,512,6144,ck,18,0,28.8486,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,376.85,538.4,0.0
gfx942,304,1792,512,6144,ck,18,0,29.7737,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,378.67,537.08,0.0
gfx942,304,1856,512,6144,ck,18,0,29.7567,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,392.41,552.8,0.0
gfx942,304,1920,512,6144,ck,18,0,29.6104,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,407.95,571.03,0.0
gfx942,304,1984,512,6144,ck,18,0,29.5996,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,421.7,586.73,0.0
gfx942,304,2048,512,6144,ck,18,0,29.8656,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,431.43,596.87,0.0
gfx942,304,2112,512,6144,ck,18,0,29.8626,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,444.96,612.29,0.0
gfx942,304,2176,512,6144,ck,18,0,29.1988,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,468.86,641.92,0.0
gfx942,304,2240,512,6144,ck,18,0,28.6645,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,491.65,669.89,0.0
gfx942,304,2304,512,6144,ck,18,0,31.2467,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,463.91,629.21,0.0
gfx942,304,2368,512,6144,ck,18,0,32.8039,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,454.16,613.33,0.0
gfx942,304,2432,512,6144,ck,18,0,31.9868,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,478.35,643.34,0.0
gfx942,304,2496,512,6144,ck,3,0,48.4027,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,324.43,434.63,0.0
gfx942,304,2560,512,6144,ck,3,0,44.8005,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,359.51,479.81,0.0
gfx942,304,2624,512,6144,ck,3,0,49.2105,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,335.47,446.14,0.0
gfx942,304,2688,512,6144,ck,3,0,49.7845,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,339.69,450.21,0.0
gfx942,304,2752,512,6144,ck,3,0,46.1198,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,375.42,495.93,0.0
gfx942,304,2816,512,6144,ck,3,0,48.0495,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,368.72,485.56,0.0
gfx942,304,2880,512,6144,ck,3,0,49.6395,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,365.02,479.25,0.0
gfx942,304,2944,512,6144,ck,3,0,49.1249,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,377.04,493.61,0.0
gfx942,304,3008,512,6144,ck,3,0,49.2158,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,384.52,502.02,0.0
gfx942,304,3072,512,6144,ck,3,0,45.5966,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,423.88,551.92,0.0
gfx942,304,3136,512,6144,ck,3,0,53.5755,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,368.27,478.29,0.0
gfx942,304,3200,512,6144,ck,3,0,47.8487,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,420.76,545.12,0.0
gfx942,304,3264,512,6144,ck,3,0,47.5616,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,431.76,558.06,0.0
gfx942,304,3328,512,6144,ck,3,0,49.3427,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,424.34,547.21,0.0
gfx942,304,3392,512,6144,ck,3,0,52.7098,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,404.87,520.96,0.0
gfx942,304,3456,512,6144,ck,3,0,51.3267,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,423.62,543.93,0.0
gfx942,304,3520,512,6144,ck,3,0,53.8536,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,411.22,526.93,0.0
gfx942,304,3584,512,6144,ck,3,0,53.622,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,420.51,537.76,0.0
gfx942,304,3648,512,6144,ck,3,0,53.8845,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,425.93,543.66,0.0
gfx942,304,3712,512,6144,ck,3,0,54.0457,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,432.11,550.52,0.0
gfx942,304,3776,512,6144,ck,3,0,54.3724,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,436.92,555.65,0.0
gfx942,304,3840,512,6144,ck,3,0,54.946,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,439.69,558.2,0.0
gfx942,304,3904,512,6144,ck,3,0,54.3554,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,451.87,572.7,0.0
gfx942,304,3968,512,6144,ck,3,0,55.9928,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,445.85,564.15,0.0
gfx942,304,4032,512,6144,ck,3,0,55.5314,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,456.81,577.1,0.0
gfx942,304,4096,512,6144,ck,3,0,53.6314,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,480.5,606.1,0.0
gfx942,304,4224,512,6144,ck,3,0,56.4868,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,470.47,591.7,0.0
gfx942,304,4352,512,6144,ck,3,0,57.0004,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,480.35,602.47,0.0
gfx942,304,4480,512,6144,ck,3,0,57.8402,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,487.3,609.58,0.0
gfx942,304,4608,512,6144,ck,3,0,58.4308,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,496.16,619.12,0.0
gfx942,304,4736,512,6144,ck,3,0,58.8596,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,506.23,630.2,0.0
gfx942,304,4864,512,6144,ck,2,0,59.9758,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,510.23,633.77,0.0
gfx942,304,4992,512,6144,ck,2,0,75.0548,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,418.45,518.67,0.0
gfx942,304,5120,512,6144,ck,2,0,74.717,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,431.12,533.29,0.0
gfx942,304,5248,512,6144,ck,2,0,76.9503,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,429.08,529.74,0.0
gfx942,304,5376,512,6144,ck,2,0,75.787,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,446.29,549.97,0.0
gfx942,304,5504,512,6144,ck,2,0,75.6374,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,457.82,563.19,0.0
gfx942,304,5632,512,6144,ck,2,0,75.8894,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,466.91,573.41,0.0
gfx942,304,5760,512,6144,ck,2,0,77.8077,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,465.75,571.07,0.0
gfx942,304,5888,512,6144,ck,2,0,76.3548,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,485.16,593.95,0.0
gfx942,304,6016,512,6144,ck,3,0,79.83,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,474.13,579.59,0.0
gfx942,304,6144,512,6144,ck,3,0,76.5647,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,504.86,616.29,0.0
gfx942,304,6272,512,6144,ck,2,0,78.5846,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,502.13,612.12,0.0
gfx942,304,6400,512,6144,ck,2,0,80.4134,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,500.73,609.61,0.0
gfx942,304,6528,512,6144,ck,2,0,78.6634,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,522.11,634.84,0.0
gfx942,304,6656,512,6144,ck,2,0,80.2823,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,521.61,633.46,0.0
gfx942,304,6784,512,6144,ck,2,0,81.9042,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,521.11,632.12,0.0
gfx942,304,6912,512,6144,ck,2,0,81.5827,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,533.04,645.86,0.0
gfx942,304,7040,512,6144,ck,2,0,80.3233,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,551.42,667.41,0.0
gfx942,304,7168,512,6144,ck,2,0,81.8524,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,550.96,666.15,0.0
gfx942,304,7296,512,6144,ck,2,0,84.1223,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,545.66,659.08,0.0
gfx942,304,7424,512,6144,ck,2,0,81.6736,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,571.88,690.08,0.0
gfx942,304,7552,512,6144,ck,2,0,83.7007,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,567.65,684.32,0.0
gfx942,304,7680,512,6144,ck,2,0,82.9325,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,582.62,701.73,0.0
gfx942,304,7808,512,6144,ck,2,0,83.587,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,587.7,707.21,0.0
gfx942,304,7936,512,6144,ck,2,0,83.5625,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,597.5,718.4,0.0
gfx942,304,8064,512,6144,ck,2,0,85.9581,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,590.22,709.05,0.0
gfx942,304,8192,512,6144,ck,2,0,84.4281,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,610.46,732.77,0.0
gfx942,304,8320,512,6144,ck,2,0,85.6995,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,610.8,732.6,0.0
gfx942,304,8448,512,6144,ck,2,0,84.1051,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,631.95,757.4,0.0
gfx942,304,8576,512,6144,ck,2,0,86.808,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,621.55,744.38,0.0
gfx942,304,8704,512,6144,ck,2,0,87.7821,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,623.83,746.58,0.0
